Year,Category,Predicted,Actual,Correct,Confidence,Model
2023,Best Supporting Actor,Ke Huy Quan,Ke Huy Quan,True,0.7706870878536481,Momentum
2023,Best Supporting Actress,Angela Bassett,Jamie Lee Curtis,False,0.4535290006988121,Momentum
2024,Best Picture,Oppenheimer,Oppenheimer,True,0.864300626304802,Momentum
2024,Best Director,Christopher Nolan (Oppenheimer),Christopher Nolan,True,0.8981212284087857,Momentum
2024,Best Actor,Cillian Murphy,Cillian Murphy,True,0.6428012602287864,Momentum
2024,Best Actress,Emma Stone (Poor Things),Emma Stone,True,0.46175106572352087,Momentum
2024,Best Supporting Actor,Robert Downey Jr.,Robert Downey Jr.,True,0.8803806071590394,Momentum
2024,Best Supporting Actress,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph,True,1.0,Momentum
2025,Best Picture,"Anora (Producers: Samantha Quan, Alex Coco, Sean B",Anora,True,0.5679513184584178,Momentum
2025,Best Director,Brady Corbet,Sean Baker,False,0.3546298902336055,Momentum
2025,Best Actor,Adrien Brody,Adrien Brody,True,0.6623188096407148,Momentum
2025,Best Actress,Demi Moore,Mikey Madison,False,0.4807131719883398,Momentum
2025,Best Supporting Actor,Kieran Culkin (A Real Pain),Kieran Culkin,True,0.963446153846154,Momentum
2025,Best Supporting Actress,Zoe Saldaña,Zoe Saldaña,True,0.9085631349782293,Momentum
2005,Best Picture,The Aviator (Michael Mann and Graham King),Million Dollar Baby,False,0.6378771314476046,LogReg
2005,Best Director,Clint Eastwood,Clint Eastwood,True,0.640866556054135,LogReg
2005,Best Actor,Jamie Foxx,Jamie Foxx,True,0.9244634909453338,LogReg
2005,Best Actress,Hilary Swank (Million Dollar Baby) and Imelda Stau,Hilary Swank,True,0.773681386495765,LogReg
2005,Best Supporting Actor,Clive Owen,Morgan Freeman,False,0.6758132545930943,LogReg
2005,Best Supporting Actress,Cate Blanchett,Cate Blanchett,True,0.5886469093103646,LogReg
2006,Best Picture,Brokeback Mountain (Diana Ossana and James Schamus,Crash,False,0.8610783972097348,LogReg
2006,Best Director,Ang Lee (for Brokeback Mountain),Ang Lee,True,0.9463670956552134,LogReg
2006,Best Actor,Philip Seymour Hoffman,Philip Seymour Hoffman,True,0.9821997036224166,LogReg
2006,Best Actress,Reese Witherspoon,Reese Witherspoon,True,0.7407435536729589,LogReg
2006,Best Supporting Actor,Paul Giamatti,George Clooney,False,0.3970853164477826,LogReg
2006,Best Supporting Actress,Rachel Weisz,Rachel Weisz,True,0.5787049199391437,LogReg
2007,Best Picture,Little Miss Sunshine,The Departed,False,0.7303048957121544,LogReg
2007,Best Director,Martin Scorsese,Martin Scorsese,True,0.8909365468965995,LogReg
2007,Best Actor,Forest Whitaker,Forest Whitaker,True,0.9094806874704391,LogReg
2007,Best Actress,Helen Mirren,Helen Mirren,True,0.8933211579680812,LogReg
2007,Best Supporting Actor,Eddie Murphy,Alan Arkin,False,0.7830432181506717,LogReg
2007,Best Supporting Actress,Jennifer Hudson,Jennifer Hudson,True,0.9503144324893605,LogReg
2008,Best Picture,"No Country for Old Men (Scott Rudin, Joel Coen, an",No Country for Old Men,True,0.611459812771274,LogReg
2008,Best Director,Joel Coen and Ethan Coen,Joel Coen and Ethan Coen,True,0.8197226858017149,LogReg
2008,Best Actor,Daniel Day-Lewis,Daniel Day-Lewis,True,0.905019712172614,LogReg
2008,Best Actress,Julie Christie,Marion Cotillard,False,0.8376522272064454,LogReg
2008,Best Supporting Actor,Javier Bardem,Javier Bardem,True,0.8550044180209818,LogReg
2008,Best Supporting Actress,Ruby Dee,Tilda Swinton,False,0.4739109902031857,LogReg
2009,Best Picture,Slumdog Millionaire (Christian Colson),Slumdog Millionaire,True,0.7927081000217798,LogReg
2009,Best Director,Danny Boyle (Slumdog Millionaire),Danny Boyle,True,0.9082625143075008,LogReg
2009,Best Actor,Sean Penn,Sean Penn,True,0.8895476486569529,LogReg
2009,Best Actress,Anne Hathaway and Meryl Streep (Tie),Kate Winslet,False,0.538709601653712,LogReg
2009,Best Supporting Actor,Heath Ledger,Heath Ledger,True,0.8550044180209818,LogReg
2009,Best Supporting Actress,Kate Winslet,Penélope Cruz,False,0.9551535968305326,LogReg
2010,Best Picture,"The Hurt Locker (Kathryn Bigelow, Mark Boal, Nicol",The Hurt Locker,True,0.7312381015445096,LogReg
2010,Best Director,Kathryn Bigelow (The Hurt Locker),Kathryn Bigelow,True,0.9193700092431474,LogReg
2010,Best Actor,Jeff Bridges,Jeff Bridges,True,0.8693692278884293,LogReg
2010,Best Actress,Meryl Streep and Sandra Bullock (Tie),Sandra Bullock,True,0.5073392257041082,LogReg
2010,Best Supporting Actor,Christoph Waltz,Christoph Waltz,True,0.8957668815632626,LogReg
2010,Best Supporting Actress,Mo'Nique,Mo'Nique,True,0.9866361815230228,LogReg
2011,Best Picture,The Social Network,The King's Speech,False,0.7063762956086964,LogReg
2011,Best Director,David Fincher (The Social Network),Tom Hooper,False,0.4729705294997781,LogReg
2011,Best Actor,Colin Firth,Colin Firth,True,0.8969606146338923,LogReg
2011,Best Actress,Natalie Portman,Natalie Portman,True,0.9062635213145498,LogReg
2011,Best Supporting Actor,Christian Bale,Christian Bale,True,0.8595906269118003,LogReg
2011,Best Supporting Actress,Melissa Leo,Melissa Leo,True,0.949257576813887,LogReg
2012,Best Picture,The Artist (Thomas Langmann),The Artist,True,0.6313565285958864,LogReg
2012,Best Director,Michel Hazanavicius,Michel Hazanavicius,True,0.8573070074022789,LogReg
2012,Best Actor,George Clooney,Jean Dujardin,False,0.9145223384441599,LogReg
2012,Best Actress,Viola Davis,Meryl Streep,False,0.6241054475094104,LogReg
2012,Best Supporting Actor,Christopher Plummer,Christopher Plummer,True,0.8957668815632622,LogReg
2012,Best Supporting Actress,Octavia Spencer,Octavia Spencer,True,0.964090307209713,LogReg
2013,Best Picture,"Argo (Ben Affleck, George Clooney, and Grant Heslo",Argo,True,0.7935726743474204,LogReg
2013,Best Director,Ben Affleck (Argo),Ang Lee,False,0.9438793122026454,LogReg
2013,Best Actress,Jessica Chastain,Jennifer Lawrence,False,0.47314059455936575,LogReg
2013,Best Supporting Actor,Christoph Waltz,Christoph Waltz,True,0.14552140147205073,LogReg
2013,Best Supporting Actress,Anne Hathaway,Anne Hathaway,True,0.9495550242848253,LogReg
2014,Best Picture,Gravity AND 12 Years a Slave (Tie),12 Years a Slave,True,0.7935726743474204,LogReg
2014,Best Director,Alfonso Cuarón (Gravity),Alfonso Cuarón,True,0.9101616411409602,LogReg
2014,Best Actor,Matthew McConaughey,Matthew McConaughey,True,0.5698837396479713,LogReg
2014,Best Actress,Cate Blanchett (Blue Jasmine),Cate Blanchett,True,0.8954208638625315,LogReg
2014,Best Supporting Actor,Jared Leto,Jared Leto,True,0.8616187517930235,LogReg
2014,Best Supporting Actress,Jennifer Lawrence,Lupita Nyong'o,False,0.9415168435451842,LogReg
2015,Best Picture,Boyhood,Birdman or (The Unexpected Virtue of Ignorance),False,0.8255562138310819,LogReg
2015,Best Director,Richard Linklater,Alejandro G. Iñárritu,False,0.4729705294997538,LogReg
2015,Best Actor,Eddie Redmayne,Eddie Redmayne,True,0.9793814896714704,LogReg
2015,Best Actress,Julianne Moore,Julianne Moore,True,0.9213690211694099,LogReg
2015,Best Supporting Actor,J.K. Simmons,J. K. Simmons,False,0.9284416310589858,LogReg
2015,Best Supporting Actress,Patricia Arquette,Patricia Arquette,True,0.9947710727982756,LogReg
2016,Best Picture,The Revenant,Spotlight,False,0.24042506225652943,LogReg
2016,Best Director,Alejandro G. Iñárritu (The Revenant),Alejandro G. Iñárritu,True,0.7635254153071298,LogReg
2016,Best Actor,Leonardo DiCaprio; Casey Affleck,Leonardo DiCaprio,True,0.979216101770143,LogReg
2016,Best Actress,Brie Larson (January); Natalie Portman (December),Brie Larson,True,0.9213690211694099,LogReg
2016,Best Supporting Actor,Sylvester Stallone (January); Mahershala Ali (Dece,Mark Rylance,False,0.6380137851331743,LogReg
2016,Best Supporting Actress,Alicia Vikander,Alicia Vikander,True,0.5558951629376717,LogReg
2017,Best Picture,La La Land,Moonlight,False,0.6337630969315946,LogReg
2017,Best Director,Damien Chazelle (La La Land),Damien Chazelle,True,0.8748860063296565,LogReg
2017,Best Actor,Casey Affleck,Casey Affleck,True,0.7054302252305416,LogReg
2017,Best Actress,Emma Stone,Emma Stone,True,0.833555790549508,LogReg
2017,Best Supporting Actor,Mahershala Ali,Mahershala Ali,True,0.393714998918064,LogReg
2017,Best Supporting Actress,Viola Davis,Viola Davis,True,0.9640903072097123,LogReg
2018,Best Picture,The Shape of Water (Guillermo del Toro and J. Mile,The Shape of Water,True,0.2077970922884158,LogReg
2018,Best Director,Guillermo del Toro (The Shape of Water),Guillermo del Toro,True,0.9102849081032741,LogReg
2018,Best Actor,Gary Oldman,Gary Oldman,True,0.6068134821692895,LogReg
2018,Best Actress,Frances McDormand,Frances McDormand,True,0.8759491226251197,LogReg
2018,Best Supporting Actor,Sam Rockwell,Sam Rockwell,True,0.8957668815632625,LogReg
2018,Best Supporting Actress,Allison Janney,Allison Janney,True,0.9495550242848193,LogReg
2019,Best Picture,Roma,Green Book,False,0.8064715117398487,LogReg
2019,Best Director,Alfonso Cuarón,Alfonso Cuarón,True,0.9717841330288391,LogReg
2019,Best Actor,Rami Malek,Rami Malek,True,0.9116709586368933,LogReg
2019,Best Actress,Glenn Close and Lady Gaga (Tie),Olivia Colman,False,0.7204432672519405,LogReg
2019,Best Supporting Actor,Mahershala Ali,Mahershala Ali,True,0.8957668815632625,LogReg
2019,Best Supporting Actress,Regina King,Regina King,True,0.8239504760833726,LogReg
2020,Best Picture,1917,Parasite,False,0.6556968138356827,LogReg
2020,Best Director,Bong Joon-ho (Parasite) and Sam Mendes (1917) (Tie,Bong Joon Ho,True,0.9464927600850641,LogReg
2020,Best Actor,Joaquin Phoenix,Joaquin Phoenix,True,0.8953961637559634,LogReg
2020,Best Actress,Renée Zellweger,Renée Zellweger,True,0.8940162740454386,LogReg
2020,Best Supporting Actor,Brad Pitt,Brad Pitt,True,0.9641164946168262,LogReg
2020,Best Supporting Actress,Laura Dern (Marriage Story and Little Women),Laura Dern,True,0.9866361815230232,LogReg
2021,Best Picture,"Nomadland (Producers: Frances McDormand, Peter Spe",Nomadland,True,0.6695063594948923,LogReg
2021,Best Director,Chloé Zhao,Chloé Zhao,True,0.961742183927024,LogReg
2021,Best Actor,Chadwick Boseman,Anthony Hopkins,False,0.7609248870127616,LogReg
2021,Best Actress,Frances McDormand,Frances McDormand,True,0.446740866657146,LogReg
2021,Best Supporting Actor,Daniel Kaluuya,Daniel Kaluuya,True,0.8957668815632626,LogReg
2021,Best Supporting Actress,Youn Yuh-jung,Yuh-Jung Youn,True,0.6498212996886609,LogReg
2022,Best Picture,The Power of the Dog,CODA,False,0.8082875784575352,LogReg
2022,Best Director,Jane Campion (The Power of the Dog),Jane Campion,True,0.9316888320474824,LogReg
2022,Best Actor,"Will Smith (Film), Sean Bean (Television)",Will Smith,True,0.9102548230827264,LogReg
2022,Best Actress,Jessica Chastain,Jessica Chastain,True,0.3051853938484673,LogReg
2022,Best Supporting Actor,Troy Kotsur,Troy Kotsur,True,0.5803551019287676,LogReg
2022,Best Supporting Actress,Ariana DeBose,Ariana DeBose,True,0.9640903072097132,LogReg
2023,Best Picture,Everything Everywhere All at Once,Everything Everywhere All at Once,True,0.6602262266230103,LogReg
2023,Best Director,Daniel Kwan and Daniel Scheinert,Daniel Kwan and Daniel Scheinert,True,0.4935614745871783,LogReg
2023,Best Actor,Austin Butler,Brendan Fraser,False,0.9174098713678757,LogReg
2023,Best Actress,Cate Blanchett,Michelle Yeoh,False,0.8861963864170931,LogReg
2023,Best Supporting Actor,Ke Huy Quan,Ke Huy Quan,True,0.9488161332949012,LogReg
2023,Best Supporting Actress,Angela Bassett,Jamie Lee Curtis,False,0.5536945350638877,LogReg
2024,Best Picture,Oppenheimer,Oppenheimer,True,0.6836921003718393,LogReg
2024,Best Director,Christopher Nolan (Oppenheimer),Christopher Nolan,True,0.8408687757620376,LogReg
2024,Best Actor,Cillian Murphy,Cillian Murphy,True,0.9129956281545362,LogReg
2024,Best Actress,Emma Stone (Poor Things),Emma Stone,True,0.2173254753284353,LogReg
2024,Best Supporting Actor,Robert Downey Jr.,Robert Downey Jr.,True,0.8508704398090065,LogReg
2024,Best Supporting Actress,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph,True,0.9979820708206941,LogReg
2025,Best Picture,"Anora (Producers: Samantha Quan, Alex Coco, Sean B",Anora,True,0.6512731841723366,LogReg
2025,Best Director,Brady Corbet,Sean Baker,False,0.21068158642268497,LogReg
2025,Best Actor,Adrien Brody,Adrien Brody,True,0.8120669749467887,LogReg
2025,Best Actress,Demi Moore,Mikey Madison,False,0.46861192227868415,LogReg
2025,Best Supporting Actor,Kieran Culkin (A Real Pain),Kieran Culkin,True,0.9872391474867082,LogReg
2025,Best Supporting Actress,Zoe Saldaña,Zoe Saldaña,True,0.9640903072097126,LogReg
2005,Best Picture,The Aviator (Michael Mann and Graham King),Million Dollar Baby,False,0.11157369161555766,GBM
2005,Best Director,Clint Eastwood,Clint Eastwood,True,0.18625020583563323,GBM
2005,Best Actor,Jamie Foxx,Jamie Foxx,True,0.9790839177979852,GBM
2005,Best Actress,Hilary Swank (Million Dollar Baby) and Imelda Stau,Hilary Swank,True,0.3836042197701967,GBM
2005,Best Supporting Actor,Clive Owen,Morgan Freeman,False,0.1926112171121034,GBM
2005,Best Supporting Actress,Cate Blanchett,Cate Blanchett,True,0.2863789196024817,GBM
2006,Best Picture,Brokeback Mountain (Diana Ossana and James Schamus,Crash,False,0.9829672029224973,GBM
2006,Best Director,Ang Lee (for Brokeback Mountain),Ang Lee,True,0.9801817736595243,GBM
2006,Best Actor,Philip Seymour Hoffman,Philip Seymour Hoffman,True,0.9533355378395376,GBM
2006,Best Actress,Reese Witherspoon,Reese Witherspoon,True,0.952528274354578,GBM
2006,Best Supporting Actor,Paul Giamatti,George Clooney,False,0.46839563223560615,GBM
2006,Best Supporting Actress,Rachel Weisz,Rachel Weisz,True,0.14058462354384532,GBM
2007,Best Picture,Little Miss Sunshine,The Departed,False,0.9057308436070446,GBM
2007,Best Director,Martin Scorsese,Martin Scorsese,True,0.9661105235271377,GBM
2007,Best Actor,Forest Whitaker,Forest Whitaker,True,0.9768372005709947,GBM
2007,Best Actress,Helen Mirren,Helen Mirren,True,0.9467999220130426,GBM
2007,Best Supporting Actor,Eddie Murphy,Alan Arkin,False,0.7227823676329652,GBM
2007,Best Supporting Actress,Jennifer Hudson,Jennifer Hudson,True,0.9800854221021978,GBM
2008,Best Picture,"No Country for Old Men (Scott Rudin, Joel Coen, an",No Country for Old Men,True,0.5506844500419146,GBM
2008,Best Director,Joel Coen and Ethan Coen,Joel Coen and Ethan Coen,True,0.9467134926402445,GBM
2008,Best Actor,Daniel Day-Lewis,Daniel Day-Lewis,True,0.9768195725667593,GBM
2008,Best Actress,Julie Christie,Marion Cotillard,False,0.9719830895642604,GBM
2008,Best Supporting Actor,Javier Bardem,Javier Bardem,True,0.9869223604371798,GBM
2008,Best Supporting Actress,Ruby Dee,Tilda Swinton,False,0.4128345940422848,GBM
2009,Best Picture,Slumdog Millionaire (Christian Colson),Slumdog Millionaire,True,0.780020835915161,GBM
2009,Best Director,Danny Boyle (Slumdog Millionaire),Danny Boyle,True,0.9801817736595243,GBM
2009,Best Actor,Sean Penn,Sean Penn,True,0.6613744405583947,GBM
2009,Best Actress,Anne Hathaway and Meryl Streep (Tie),Kate Winslet,False,0.3166469053892699,GBM
2009,Best Supporting Actor,Heath Ledger,Heath Ledger,True,0.9869223604371798,GBM
2009,Best Supporting Actress,Kate Winslet,Penélope Cruz,False,0.9903111822151655,GBM
2010,Best Picture,"The Hurt Locker (Kathryn Bigelow, Mark Boal, Nicol",The Hurt Locker,True,0.9125283327256549,GBM
2010,Best Director,Kathryn Bigelow (The Hurt Locker),Kathryn Bigelow,True,0.9932030456290205,GBM
2010,Best Actor,Jeff Bridges,Jeff Bridges,True,0.8348744983168898,GBM
2010,Best Actress,Meryl Streep and Sandra Bullock (Tie),Sandra Bullock,True,0.3012282327825851,GBM
2010,Best Supporting Actor,Christoph Waltz,Christoph Waltz,True,0.9774576433961893,GBM
2010,Best Supporting Actress,Mo'Nique,Mo'Nique,True,0.9800854221021978,GBM
2011,Best Picture,The Social Network,The King's Speech,False,0.019578185579015243,GBM
2011,Best Director,David Fincher (The Social Network),Tom Hooper,False,0.16973218933883122,GBM
2011,Best Actor,Colin Firth,Colin Firth,True,0.5540720657594682,GBM
2011,Best Actress,Natalie Portman,Natalie Portman,True,0.9789179600069627,GBM
2011,Best Supporting Actor,Christian Bale,Christian Bale,True,0.7701745612138203,GBM
2011,Best Supporting Actress,Melissa Leo,Melissa Leo,True,0.9872936811535284,GBM
2012,Best Picture,The Artist (Thomas Langmann),The Artist,True,0.9353846806564998,GBM
2012,Best Director,Michel Hazanavicius,Michel Hazanavicius,True,0.9724311142230453,GBM
2012,Best Actor,George Clooney,Jean Dujardin,False,0.920405166892494,GBM
2012,Best Actress,Viola Davis,Meryl Streep,False,0.566980398908958,GBM
2012,Best Supporting Actor,Christopher Plummer,Christopher Plummer,True,0.9774576433961893,GBM
2012,Best Supporting Actress,Octavia Spencer,Octavia Spencer,True,0.9986066905453963,GBM
2013,Best Picture,"Argo (Ben Affleck, George Clooney, and Grant Heslo",Argo,True,0.7458510177133008,GBM
2013,Best Director,Ben Affleck (Argo),Ang Lee,False,0.9990517988015605,GBM
2013,Best Actress,Jessica Chastain,Jennifer Lawrence,False,0.2992344472792747,GBM
2013,Best Supporting Actor,Christoph Waltz,Christoph Waltz,True,0.2098389566644078,GBM
2013,Best Supporting Actress,Anne Hathaway,Anne Hathaway,True,0.9165876745262085,GBM
2014,Best Picture,Gravity AND 12 Years a Slave (Tie),12 Years a Slave,True,0.7458510177133008,GBM
2014,Best Director,Alfonso Cuarón (Gravity),Alfonso Cuarón,True,0.9801817736595243,GBM
2014,Best Actor,Matthew McConaughey,Matthew McConaughey,True,0.22399806157171556,GBM
2014,Best Actress,Cate Blanchett (Blue Jasmine),Cate Blanchett,True,0.9640017973205968,GBM
2014,Best Supporting Actor,Jared Leto,Jared Leto,True,0.7815294158782735,GBM
2014,Best Supporting Actress,Jennifer Lawrence,Lupita Nyong'o,False,0.616585577500707,GBM
2015,Best Picture,Boyhood,Birdman or (The Unexpected Virtue of Ignorance),False,0.9923028704199666,GBM
2015,Best Director,Richard Linklater,Alejandro G. Iñárritu,False,0.16973218933883125,GBM
2015,Best Actor,Eddie Redmayne,Eddie Redmayne,True,0.9551666566242899,GBM
2015,Best Actress,Julianne Moore,Julianne Moore,True,0.9618913274313868,GBM
2015,Best Supporting Actor,J.K. Simmons,J. K. Simmons,False,0.996292353592433,GBM
2015,Best Supporting Actress,Patricia Arquette,Patricia Arquette,True,0.9800504518336944,GBM
2016,Best Picture,The Revenant,Spotlight,False,0.4492927739634821,GBM
2016,Best Director,Alejandro G. Iñárritu (The Revenant),Alejandro G. Iñárritu,True,0.7922726896060224,GBM
2016,Best Actor,Leonardo DiCaprio; Casey Affleck,Leonardo DiCaprio,True,0.9768195725667593,GBM
2016,Best Actress,Brie Larson (January); Natalie Portman (December),Brie Larson,True,0.9618913274313868,GBM
2016,Best Supporting Actor,Sylvester Stallone (January); Mahershala Ali (Dece,Mark Rylance,False,0.6637274969761235,GBM
2016,Best Supporting Actress,Alicia Vikander,Alicia Vikander,True,0.25155431786466753,GBM
2017,Best Picture,La La Land,Moonlight,False,0.02220272835196505,GBM
2017,Best Director,Damien Chazelle (La La Land),Damien Chazelle,True,0.9801817736595243,GBM
2017,Best Actor,Casey Affleck,Casey Affleck,True,0.4877090497852652,GBM
2017,Best Actress,Emma Stone,Emma Stone,True,0.4176216482297477,GBM
2017,Best Supporting Actor,Mahershala Ali,Mahershala Ali,True,0.1873164890976588,GBM
2017,Best Supporting Actress,Viola Davis,Viola Davis,True,0.9986066905453963,GBM
2018,Best Picture,The Shape of Water (Guillermo del Toro and J. Mile,The Shape of Water,True,0.3821278056803074,GBM
2018,Best Director,Guillermo del Toro (The Shape of Water),Guillermo del Toro,True,0.7973231311191135,GBM
2018,Best Actor,Gary Oldman,Gary Oldman,True,0.27395336192916464,GBM
2018,Best Actress,Frances McDormand,Frances McDormand,True,0.9779026014645232,GBM
2018,Best Supporting Actor,Sam Rockwell,Sam Rockwell,True,0.9774576433961893,GBM
2018,Best Supporting Actress,Allison Janney,Allison Janney,True,0.9165876745262085,GBM
2019,Best Picture,Roma,Green Book,False,0.9691188659590905,GBM
2019,Best Director,Alfonso Cuarón,Alfonso Cuarón,True,0.9104121696896731,GBM
2019,Best Actor,Rami Malek,Rami Malek,True,0.9551666566242899,GBM
2019,Best Actress,Glenn Close and Lady Gaga (Tie),Olivia Colman,False,0.5825491398947905,GBM
2019,Best Supporting Actor,Mahershala Ali,Mahershala Ali,True,0.9774576433961893,GBM
2019,Best Supporting Actress,Regina King,Regina King,True,0.9646012484552416,GBM
2020,Best Picture,1917,Parasite,False,0.10798613929139478,GBM
2020,Best Director,Bong Joon-ho (Parasite) and Sam Mendes (1917) (Tie,Bong Joon Ho,True,0.9197277087321681,GBM
2020,Best Actor,Joaquin Phoenix,Joaquin Phoenix,True,0.6887509482895542,GBM
2020,Best Actress,Renée Zellweger,Renée Zellweger,True,0.9467999220130426,GBM
2020,Best Supporting Actor,Brad Pitt,Brad Pitt,True,0.9869740470923495,GBM
2020,Best Supporting Actress,Laura Dern (Marriage Story and Little Women),Laura Dern,True,0.9800854221021978,GBM
2021,Best Picture,"Nomadland (Producers: Frances McDormand, Peter Spe",Nomadland,True,0.9305721081467321,GBM
2021,Best Director,Chloé Zhao,Chloé Zhao,True,0.9104121696896731,GBM
2021,Best Actor,Chadwick Boseman,Anthony Hopkins,False,0.9627084203126257,GBM
2021,Best Actress,Frances McDormand,Frances McDormand,True,0.6510853701113886,GBM
2021,Best Supporting Actor,Daniel Kaluuya,Daniel Kaluuya,True,0.9774576433961893,GBM
2021,Best Supporting Actress,Youn Yuh-jung,Yuh-Jung Youn,True,0.8944839740958825,GBM
2022,Best Picture,The Power of the Dog,CODA,False,0.7992921263755933,GBM
2022,Best Director,Jane Campion (The Power of the Dog),Jane Campion,True,0.9104121696896731,GBM
2022,Best Actor,"Will Smith (Film), Sean Bean (Television)",Will Smith,True,0.9562715366151922,GBM
2022,Best Actress,Jessica Chastain,Jessica Chastain,True,0.043584139112737924,GBM
2022,Best Supporting Actor,Troy Kotsur,Troy Kotsur,True,0.390070853641426,GBM
2022,Best Supporting Actress,Ariana DeBose,Ariana DeBose,True,0.9986066905453963,GBM
2023,Best Picture,Everything Everywhere All at Once,Everything Everywhere All at Once,True,0.966462551162614,GBM
2023,Best Director,Daniel Kwan and Daniel Scheinert,Daniel Kwan and Daniel Scheinert,True,0.31211189373669906,GBM
2023,Best Actor,Austin Butler,Brendan Fraser,False,0.9898561596076365,GBM
2023,Best Actress,Cate Blanchett,Michelle Yeoh,False,0.8627431580013308,GBM
2023,Best Supporting Actor,Ke Huy Quan,Ke Huy Quan,True,0.9509276477194868,GBM
2023,Best Supporting Actress,Angela Bassett,Jamie Lee Curtis,False,0.4128345940422848,GBM
2024,Best Picture,Oppenheimer,Oppenheimer,True,0.8145934327028529,GBM
2024,Best Director,Christopher Nolan (Oppenheimer),Christopher Nolan,True,0.5191636501652216,GBM
2024,Best Actor,Cillian Murphy,Cillian Murphy,True,0.9551666566242899,GBM
2024,Best Actress,Emma Stone (Poor Things),Emma Stone,True,0.0801430029323556,GBM
2024,Best Supporting Actor,Robert Downey Jr.,Robert Downey Jr.,True,0.9869223604371798,GBM
2024,Best Supporting Actress,Da'Vine Joy Randolph (The Holdovers),Da'Vine Joy Randolph,True,0.9800854221021978,GBM
2025,Best Picture,"Anora (Producers: Samantha Quan, Alex Coco, Sean B",Anora,True,0.9512997388323443,GBM
2025,Best Director,Brady Corbet,Sean Baker,False,0.4726653417980002,GBM
2025,Best Actor,Adrien Brody,Adrien Brody,True,0.7873105311190802,GBM
2025,Best Actress,Demi Moore,Mikey Madison,False,0.5012996111664784,GBM
2025,Best Supporting Actor,Kieran Culkin (A Real Pain),Kieran Culkin,True,0.9879341515884598,GBM
2025,Best Supporting Actress,Zoe Saldaña,Zoe Saldaña,True,0.9986066905453963,GBM
