"Award","Type","Country","Year of award ceremony","Category","date_awarded","winner","source"
"BAFTA","Industry","UK","2021","British Short Animation","2021-04-10","The Owl and the Pussycat","https://www.bafta.org/film/awards/2021-nominations-winners-list"
"BAFTA","Industry","UK","2022","British Short Animation","2022-03-13","Do Not Feed the Pigeons (Jordi Morera, Antonin Niclass, and Vladimir Krasilnikov)","https://en.wikipedia.org/wiki/75th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2023","British Short Animation","2023-02-19","The Boy, the Mole, the Fox and the Horse","https://www.bafta.org/awards/film/british-short-animation/"
"BAFTA","Industry","UK","2024","British Short Animation","2024-02-18","Crab Day","https://www.bafta.org/awards/film/british-short-animation/"
"BAFTA","Industry","UK","2025","British Short Animation","2025-02-16","Wander to Wonder","https://www.theguardian.com/film/2025/feb/16/baftas-2025-the-full-list-of-winners-live"
"BAFTA","Industry","UK","2026","British Short Animation","2026-02-22","Two Black Boys in Paradise","https://www.bafta.org/media-centre/press-releases/winners-announced-2026-film-awards/"
"BAFTA","Industry","UK","2000","British Short Film","2000-04-09","Who's My Favourite Girl?","https://awards.bafta.org/award/2000/film/short-film"
"BAFTA","Industry","UK","2001","British Short Film","2001-02-25","Shadowscan (Gary Holding, Justine Leahy, Tinge Krishnan)","http://news.bbc.co.uk/2/hi/entertainment/1189682.stm"
"BAFTA","Industry","UK","2002","British Short Film","2002-02-24","About a Girl","https://en.wikipedia.org/wiki/55th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2003","British Short Film","2003-02-23","My Wrongs 8245-8249 & 117","http://news.bbc.co.uk/2/hi/entertainment/2697563.stm"
"BAFTA","Industry","UK","2004","British Short Film","2004-02-15","Brown Paper Bag","http://news.bbc.co.uk/2/hi/entertainment/3490323.stm"
"BAFTA","Industry","UK","2005","British Short Film","2005-02-12","The Banker","https://awards.bafta.org/award/2005/film/short-film"
"BAFTA","Industry","UK","2006","British Short Film","2006-02-19","Antonio's Breakfast","https://en.wikipedia.org/wiki/59th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2007","British Short Film","2007-02-11","Do Not Erase","http://news.bbc.co.uk/2/hi/entertainment/6254717.stm"
"BAFTA","Industry","UK","2008","British Short Film","2008-02-10","Dog Altogether","https://www.bafta.org/media-centre/press-releases/60-seconds-of-fame-for-2008"
"BAFTA","Industry","UK","2009","British Short Film","2009-02-08","September","https://www.bafta.org/media-centre/press-releases/film-awards-in-2009-winners-announced/"
"BAFTA","Industry","UK","2010","British Short Film","2010-02-21","I Do Air","https://www.bafta.org/media-centre/press-releases/film-awards-in-2010-winners-announced/"
"BAFTA","Industry","UK","2011","British Short Film","2011-02-13","Until the River Runs Red","https://www.bafta.org/media-centre/press-releases/film-awards-2011-winners-list/"
"BAFTA","Industry","UK","2012","British Short Film","2012-02-12","Pitch Black Heist","https://www.bafta.org/media-centre/press-releases/2012-orange-british-academy-film-awards-winners-announced/"
"BAFTA","Industry","UK","2013","British Short Film","2013-02-10","Swimmer","https://www.bafta.org/media-centre/press-releases/ee-british-academy-film-awards-in-2013-winners-announced/"
"BAFTA","Industry","UK","2014","British Short Film","2014-02-16","Room 8","https://www.bafta.org/media-centre/press-releases/ee-british-academy-film-awards-in-2014-winners-acceptance-speech-short-film/"
"BAFTA","Industry","UK","2015","British Short Film","2015-02-08","Boogaloo and Graham","https://awards.bafta.org/award/2015/film"
"BAFTA","Industry","UK","2016","British Short Film","2016-02-14","Operator","https://www.bfi.org.uk/news/baftas-2016-winners-full"
"BAFTA","Industry","UK","2017","British Short Film","2017-02-12","Home","https://www.bafta.org/media-centre/press-releases/winners-announced-for-the-ee-british-academy-film-awards-in-2017/"
"BAFTA","Industry","UK","2018","British Short Film","2018-02-18","Cowboy Dave","https://www.bafta.org/media-centre/press-releases/winners-announced-for-the-ee-british-academy-film-awards-in-2018/"
"BAFTA","Industry","UK","2019","British Short Film","2019-02-10","73 Cows","https://www.bafta.org/media-centre/press-releases/winners-announced-ee-british-academy-film-awards-in-2019/"
"BAFTA","Industry","UK","2020","British Short Film","2020-02-02","Learning to Skateboard in a Warzone (If You're a Girl)","https://www.bafta.org/media-centre/press-releases/winners-announced-ee-british-academy-film-awards-2020/"
"BAFTA","Industry","UK","2021","British Short Film","2021-04-10","The Present","https://en.wikipedia.org/wiki/74th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2022","British Short Film","2022-03-13","The Black Cop","https://en.wikipedia.org/wiki/75th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2023","British Short Film","2023-02-19","An Irish Goodbye","https://en.wikipedia.org/wiki/76th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2024","British Short Film","2024-02-18","Jellyfish and Lobster","https://en.wikipedia.org/wiki/77th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2025","British Short Film","2025-02-16","Rock, Paper, Scissors","https://www.bbc.com/news/articles/cp3j3wdxxxgo"
"BAFTA","Industry","UK","2026","British Short Film","2026-02-22","This Is Endometriosis","https://www.bafta.org/media-centre/press-releases/winners-announced-2026-film-awards/"
"BAFTA","Industry","UK","2000","Special Visual Effects","2000-04-09","The Matrix (John Gaeta, Steve Courtley, Janek Sirrs, Jon Thum)","https://www.bafta.org/awards/film/achievement-in-special-visual-effects/"
"BAFTA","Industry","UK","2001","Special Visual Effects","2001-02-25","Stefen Fangmeier, John Frazier, Walt Conti, Habib Zargarpour, and Tim Alexander (The Perfect Storm)","http://news.bbc.co.uk/2/hi/entertainment/1189682.stm"
"BAFTA","Industry","UK","2002","Special Visual Effects","2002-02-24","The Lord of the Rings: The Fellowship of the Ring","https://en.wikipedia.org/wiki/55th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2003","Special Visual Effects","2003-02-23","The Lord Of The Rings: The Two Towers (Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke)","https://www.bafta.org/awards/film/achievement-in-special-visual-effects/"
"BAFTA","Industry","UK","2004","Special Visual Effects","2004-02-15","The Lord of the Rings: The Return of the King (Joe Letteri, Jim Rygiel, Randall William Cook, Alex Funke)","https://en.wikipedia.org/wiki/57th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2005","Special Visual Effects","2005-02-12","The Day After Tomorrow (Karen Goulekas, Neil Corbould, Greg Strause, Remo Balcells)","https://en.wikipedia.org/wiki/58th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2006","Special Visual Effects","2006-02-19","Joe Letteri, Christian Rivers, Brian Van't Hul, Richard Taylor (King Kong) [fe5f7e]","https://www.bafta.org/awards/search?search=2006&type=Film&pagenum=4"
"BAFTA","Industry","UK","2007","Special Visual Effects","2007-02-11","Pirates of the Caribbean: Dead Man's Chest (John Knoll, Hal Hickel, Charles Gibson, Allen Hall)","https://en.wikipedia.org/wiki/60th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2008","Special Visual Effects","2008-02-10","The Golden Compass (Michael Fink, Bill Westenhofer, Ben Morris, Trevor Wood)","https://www.bafta.org/awards/film/special-visual-effects/"
"BAFTA","Industry","UK","2009","Special Visual Effects","2009-02-08","The Curious Case of Benjamin Button (Eric Barba, Craig Barron, Nathan McGuinness, Edson Williams)","https://www.bafta.org/media-centre/press-releases/film-awards-in-2009-winners-announced/"
"BAFTA","Industry","UK","2010","Special Visual Effects","2010-02-21","Avatar (Joe Letteri, Stephen Rosenbaum, Richard Baneham, Andrew R. Jones)","https://www.bafta.org/media-centre/press-releases/film-awards-in-2010-winners-announced/"
"BAFTA","Industry","UK","2011","Special Visual Effects","2011-02-13","Inception","https://www.bafta.org/awards/film/special-visual-effects/"
"BAFTA","Industry","UK","2012","Special Visual Effects","2012-02-12","Harry Potter and the Deathly Hallows – Part 2","https://www.bafta.org/media-centre/press-releases/2012-orange-british-academy-film-awards-winners-announced/"
"BAFTA","Industry","UK","2013","Special Visual Effects","2013-02-10","Life of Pi","https://www.bafta.org/awards/film/special-visual-effects/"
"BAFTA","Industry","UK","2014","Special Visual Effects","2014-02-16","Gravity (Tim Webber, Chris Lawrence, David Shirk, Neil Corbould, Nikki Penny)","https://www.bfi.org.uk/news/baftas-2014-winners-full"
"BAFTA","Industry","UK","2015","Special Visual Effects","2015-02-08","Interstellar (Paul Franklin, Scott Fisher, Andrew Lockley, Ian Hunter)","https://www.bafta.org/awards/film/special-visual-effects/"
"BAFTA","Industry","UK","2016","Special Visual Effects","2016-02-14","Star Wars: The Force Awakens (Chris Corbould, Roger Guyett, Paul Kavanagh, Neal Scanlan)","https://www.bafta.org/awards/film/special-visual-effects/"
"BAFTA","Industry","UK","2017","Special Visual Effects","2017-02-12","The Jungle Book","https://www.bafta.org/media-centre/press-releases/winners-announced-for-the-ee-british-academy-film-awards-in-2017/"
"BAFTA","Industry","UK","2018","Special Visual Effects","2018-02-18","Blade Runner 2049 (Richard R. Hoover, Paul Lambert, Gerd Nefzer, John Nelson)","https://www.bafta.org/media-centre/press-releases/winners-announced-for-the-ee-british-academy-film-awards-in-2018/"
"BAFTA","Industry","UK","2019","Special Visual Effects","2019-02-10","Black Panther","https://www.bafta.org/media-centre/press-releases/winners-announced-ee-british-academy-film-awards-in-2019/"
"BAFTA","Industry","UK","2020","Special Visual Effects","2020-02-02","1917 (Greg Butler, Guillaume Rocheron, Dominic Tuohy)","https://en.wikipedia.org/wiki/73rd_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2021","Special Visual Effects","2021-04-10","Tenet (Scott Fisher, Andrew Jackson, Andrew Lockley)","https://www.bafta.org/media-centre/press-releases/ee-british-academy-film-awards-all-winners-announced/"
"BAFTA","Industry","UK","2022","Special Visual Effects","2022-03-13","Dune","https://en.wikipedia.org/wiki/75th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2023","Special Visual Effects","2023-02-19","Avatar: The Way of Water","https://www.bafta.org/media-centre/press-releases/ee-bafta-film-awards-winners-announced-2023/"
"BAFTA","Industry","UK","2024","Special Visual Effects","2024-02-18","Poor Things","https://www.bafta.org/awards/film/special-visual-effects/"
"BAFTA","Industry","UK","2025","Special Visual Effects","2025-02-16","Dune: Part Two (Paul Lambert, Stephen James, Gerd Nefzer, Rhys Salcombe)","https://variety.com/2025/film/awards/bafta-film-awards-2025-winners-list-1236302717/"
"BAFTA","Industry","UK","2026","Special Visual Effects","2026-02-22","Avatar: Fire and Ash (Joe Letteri, Richard Baneham, Daniel Barrett, Eric Saindon)","https://www.bafta.org/media-centre/press-releases/winners-announced-2026-film-awards/"
"BAFTA","Industry","UK","2000","Casting","","",""
"BAFTA","Industry","UK","2001","Casting","","",""
"BAFTA","Industry","UK","2002","Casting","","",""
"BAFTA","Industry","UK","2003","Casting","","",""
"BAFTA","Industry","UK","2004","Casting","","",""
"BAFTA","Industry","UK","2005","Casting","","",""
"BAFTA","Industry","UK","2006","Casting","","",""
"BAFTA","Industry","UK","2007","Casting","","",""
"BAFTA","Industry","UK","2008","Casting","","",""
"BAFTA","Industry","UK","2009","Casting","","",""
"BAFTA","Industry","UK","2010","Casting","","",""
"BAFTA","Industry","UK","2011","Casting","","",""
"BAFTA","Industry","UK","2012","Casting","","","https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Casting"
"BAFTA","Industry","UK","2013","Casting","","",""
"BAFTA","Industry","UK","2014","Casting","","",""
"BAFTA","Industry","UK","2015","Casting","","",""
"BAFTA","Industry","UK","2016","Casting","","",""
"BAFTA","Industry","UK","2017","Casting","","",""
"BAFTA","Industry","UK","2018","Casting","","",""
"BAFTA","Industry","UK","2019","Casting","","",""
"BAFTA","Industry","UK","2020","Casting","2020-02-02","Shayna Markowitz (Joker)","https://www.bafta.org/media-centre/press-releases/winners-announced-ee-british-academy-film-awards-2020/"
"BAFTA","Industry","UK","2021","Casting","2021-04-10","Lucy Pardee (Rocks)","https://en.wikipedia.org/wiki/74th_British_Academy_Film_Awards"
"BAFTA","Industry","UK","2022","Casting","2022-03-13","Cindy Tolan (West Side Story)","https://www.bbc.com/news/entertainment-arts-60243683"
"BAFTA","Industry","UK","2023","Casting","2023-02-19","Nikki Barrett, Denise Chamian (Elvis)","https://www.hollywoodreporter.com/movies/movie-news/bafta-film-awards-winners-list-2023-1235329456/"
"BAFTA","Industry","UK","2024","Casting","2024-02-18","The Holdovers (Susan Shopmaker)","https://www.bbc.com/news/entertainment-arts-68332535"
"BAFTA","Industry","UK","2025","Casting","2025-02-16","Anora (Sean Baker and Samantha Quan)","https://www.bafta.org/media-centre/press-releases/winners-announced-2025-ee-bafta-film-awards/"
"BAFTA","Industry","UK","2026","Casting","2026-02-22","I Swear (Lauren Evans)","https://www.bafta.org/media-centre/press-releases/winners-announced-2026-film-awards/"
"Golden Globes","Industry","USA","2000","Best Motion Picture - Drama","2000-01-23","American Beauty","https://en.wikipedia.org/wiki/57th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2001","Best Motion Picture - Drama","2001-01-21","Gladiator","https://en.wikipedia.org/wiki/58th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2002","Best Motion Picture - Drama","2002-01-20","A Beautiful Mind","https://en.wikipedia.org/wiki/59th_Golden_Globes"
"Golden Globes","Industry","USA","2003","Best Motion Picture - Drama","2003-01-19","The Hours","https://en.wikipedia.org/wiki/60th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2004","Best Motion Picture - Drama","2004-01-25","The Lord of the Rings: The Return of the King","https://en.wikipedia.org/wiki/61st_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2005","Best Motion Picture - Drama","2005-01-16","The Aviator","https://en.wikipedia.org/wiki/62nd_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2006","Best Motion Picture - Drama","2006-01-16","Brokeback Mountain","https://en.wikipedia.org/wiki/63rd_Golden_Globes"
"Golden Globes","Industry","USA","2007","Best Motion Picture - Drama","2007-01-15","Babel","https://goldenglobes.com/articles/64th-golden-globe-award-winners/"
"Golden Globes","Industry","USA","2008","Best Motion Picture - Drama","2008-01-13","Atonement","https://en.wikipedia.org/wiki/65th_Golden_Globes"
"Golden Globes","Industry","USA","2009","Best Motion Picture - Drama","2009-01-11","Slumdog Millionaire","https://goldenglobes.com/winners-nominees/?y=2009"
"Golden Globes","Industry","USA","2010","Best Motion Picture - Drama","2010-01-17","Avatar","https://variety.com/2010/film/awards/67th-annual-golden-globes-winners-list-1118013907/"
"Golden Globes","Industry","USA","2011","Best Motion Picture - Drama","2011-01-16","The Social Network","https://en.wikipedia.org/wiki/68th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2012","Best Motion Picture - Drama","2012-01-15","The Descendants","https://www.hollywoodreporter.com/news/general-news/golden-globes-2012-winners-list-282032/"
"Golden Globes","Industry","USA","2013","Best Motion Picture - Drama","2013-01-13","Argo","https://abcnews.go.com/Entertainment/2013-golden-globe-award-winners-full-list/story?id=18205341"
"Golden Globes","Industry","USA","2014","Best Motion Picture - Drama","2014-01-12","12 Years a Slave","https://en.wikipedia.org/wiki/71st_Golden_Globes"
"Golden Globes","Industry","USA","2015","Best Motion Picture - Drama","2015-01-11","Boyhood","https://goldenglobes.com/articles/2015-golden-globe-awards-winners/"
"Golden Globes","Industry","USA","2016","Best Motion Picture - Drama","2016-01-10","The Revenant","https://en.wikipedia.org/wiki/73rd_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2017","Best Motion Picture - Drama","2017-01-08","Moonlight","https://en.wikipedia.org/wiki/74th_Golden_Globes"
"Golden Globes","Industry","USA","2018","Best Motion Picture - Drama","2018-01-07","Three Billboards Outside Ebbing, Missouri","https://variety.com/2018/film/awards/2018-golden-globe-winners-list-1202653737/"
"Golden Globes","Industry","USA","2019","Best Motion Picture - Drama","2019-01-06","Bohemian Rhapsody","https://www.hollywoodreporter.com/lists/2019-golden-globes-winners-list-1172257/"
"Golden Globes","Industry","USA","2020","Best Motion Picture - Drama","2020-01-05","1917","https://www.hollywoodreporter.com/lists/2020-golden-globes-winners-full-list-updating-live-1265577/"
"Golden Globes","Industry","USA","2021","Best Motion Picture - Drama","2021-02-28","Nomadland","https://en.wikipedia.org/wiki/78th_Golden_Globes"
"Golden Globes","Industry","USA","2022","Best Motion Picture - Drama","2022-01-09","The Power of the Dog","https://goldenglobes.com/articles/golden-globes-2022-the-winners/"
"Golden Globes","Industry","USA","2023","Best Motion Picture - Drama","2023-01-10","The Fabelmans","https://en.wikipedia.org/wiki/80th_Golden_Globes"
"Golden Globes","Industry","USA","2024","Best Motion Picture - Drama","2024-01-07","Oppenheimer","https://en.wikipedia.org/wiki/81st_Golden_Globes"
"Golden Globes","Industry","USA","2025","Best Motion Picture - Drama","2025-01-05","The Brutalist","https://www.bbc.com/news/articles/c1ely36qvd9o"
"Golden Globes","Industry","USA","2026","Best Motion Picture - Drama","2026-01-11","Hamnet","https://goldenglobes.com/video/hamnet-wins-best-picture-drama/"
"Golden Globes","Industry","USA","2000","Best Motion Picture - Musical or Comedy","2000-01-23","Toy Story 2","https://en.wikipedia.org/wiki/57th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2001","Best Motion Picture - Musical or Comedy","2001-01-21","Almost Famous","https://en.wikipedia.org/wiki/58th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2002","Best Motion Picture - Musical or Comedy","2002-01-20","Moulin Rouge!","https://en.wikipedia.org/wiki/59th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2003","Best Motion Picture - Musical or Comedy","2003-01-19","Chicago","https://goldenglobes.com/articles/2003-musical-or-comedy-chicago/"
"Golden Globes","Industry","USA","2004","Best Motion Picture - Musical or Comedy","2004-01-25","Lost in Translation","https://en.wikipedia.org/wiki/61st_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2005","Best Motion Picture - Musical or Comedy","2005-01-16","Sideways","https://en.wikipedia.org/wiki/62nd_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2006","Best Motion Picture - Musical or Comedy","2006-01-16","Walk the Line","https://en.wikipedia.org/wiki/63rd_Golden_Globes"
"Golden Globes","Industry","USA","2007","Best Motion Picture - Musical or Comedy","2007-01-15","Dreamgirls","https://goldenglobes.com/articles/64th-golden-globe-award-winners/"
"Golden Globes","Industry","USA","2008","Best Motion Picture - Musical or Comedy","2008-01-13","Sweeney Todd: The Demon Barber of Fleet Street","https://goldenglobes.com/articles/65th-golden-globe-award-winners/"
"Golden Globes","Industry","USA","2009","Best Motion Picture - Musical or Comedy","2009-01-11","Vicky Cristina Barcelona","https://en.wikipedia.org/wiki/66th_Golden_Globes"
"Golden Globes","Industry","USA","2010","Best Motion Picture - Musical or Comedy","2010-01-17","The Hangover","https://en.wikipedia.org/wiki/67th_Golden_Globes"
"Golden Globes","Industry","USA","2011","Best Motion Picture - Musical or Comedy","2011-01-16","The Kids Are All Right","https://www.hollywoodreporter.com/news/general-news/winners-list-68th-golden-globe-72356/"
"Golden Globes","Industry","USA","2012","Best Motion Picture - Musical or Comedy","2012-01-15","The Artist","https://en.wikipedia.org/wiki/69th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2013","Best Motion Picture - Musical or Comedy","2013-01-13","Les Misérables","https://en.wikipedia.org/wiki/70th_Golden_Globes"
"Golden Globes","Industry","USA","2014","Best Motion Picture - Musical or Comedy","2014-01-12","American Hustle","https://www.theguardian.com/film/2014/jan/12/golden-globes-2014-full-list-of-winners"
"Golden Globes","Industry","USA","2015","Best Motion Picture - Musical or Comedy","2015-01-11","The Grand Budapest Hotel","https://goldenglobes.com/articles/2015-golden-globe-awards-winners/"
"Golden Globes","Industry","USA","2016","Best Motion Picture - Musical or Comedy","2016-01-10","The Martian","https://en.wikipedia.org/wiki/73rd_Golden_Globes"
"Golden Globes","Industry","USA","2017","Best Motion Picture - Musical or Comedy","2017-01-08","La La Land","https://deadline.com/2017/01/golden-globes-winners-list-2017-1201880951/"
"Golden Globes","Industry","USA","2018","Best Motion Picture - Musical or Comedy","2018-01-07","Lady Bird","https://www.goldenglobes.com/winners-nominees/2018"
"Golden Globes","Industry","USA","2019","Best Motion Picture - Musical or Comedy","2019-01-06","Green Book","https://www.hollywoodreporter.com/lists/2019-golden-globes-winners-list-1172257/"
"Golden Globes","Industry","USA","2020","Best Motion Picture - Musical or Comedy","2020-01-05","Once Upon a Time in Hollywood","https://en.wikipedia.org/wiki/77th_Golden_Globes"
"Golden Globes","Industry","USA","2021","Best Motion Picture - Musical or Comedy","2021-02-28","Borat Subsequent Moviefilm","https://www.bbc.com/news/entertainment-arts-55916768"
"Golden Globes","Industry","USA","2022","Best Motion Picture - Musical or Comedy","2022-01-09","West Side Story","https://www.nytimes.com/2022/01/09/movies/golden-globes-winners-list.html"
"Golden Globes","Industry","USA","2023","Best Motion Picture - Musical or Comedy","2023-01-10","The Banshees of Inisherin","https://www.hollywoodreporter.com/movies/movie-news/golden-globes-2023-winners-list-1235294541/"
"Golden Globes","Industry","USA","2024","Best Motion Picture - Musical or Comedy","2024-01-07","Poor Things","https://www.hollywoodreporter.com/movies/movie-news/golden-globes-2024-winners-list-1235781166/"
"Golden Globes","Industry","USA","2025","Best Motion Picture - Musical or Comedy","2025-01-05","Emilia Pérez","https://variety.com/2025/film/news/golden-globes-2025-winners-emilia-perez-shogun-1236262416/"
"Golden Globes","Industry","USA","2026","Best Motion Picture - Musical or Comedy","2026-01-11","One Battle After Another","https://www.nytimes.com/live/2026/01/11/arts/golden-globes-2026-watch"
"Golden Globes","Industry","USA","2000","Best Director - Motion Picture","2000-01-23","Sam Mendes","https://en.wikipedia.org/wiki/57th_Golden_Globes"
"Golden Globes","Industry","USA","2001","Best Director - Motion Picture","2001-01-21","Ang Lee","https://en.wikipedia.org/wiki/58th_Golden_Globes"
"Golden Globes","Industry","USA","2002","Best Director - Motion Picture","2002-01-20","Robert Altman","https://en.wikipedia.org/wiki/59th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2003","Best Director - Motion Picture","2003-01-19","Martin Scorsese (Gangs of New York)","https://en.wikipedia.org/wiki/60th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2004","Best Director - Motion Picture","2004-01-25","Peter Jackson","https://en.wikipedia.org/wiki/61st_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2005","Best Director - Motion Picture","2005-01-16","Clint Eastwood","https://en.wikipedia.org/wiki/62nd_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2006","Best Director - Motion Picture","2006-01-16","Ang Lee","https://goldenglobes.com/articles/63rd-golden-globe-award-winners/"
"Golden Globes","Industry","USA","2007","Best Director - Motion Picture","2007-01-15","Martin Scorsese","https://goldenglobes.com/articles/64th-golden-globe-award-winners/"
"Golden Globes","Industry","USA","2008","Best Director - Motion Picture","2008-01-13","Julian Schnabel","https://goldenglobes.com/articles/65th-golden-globe-award-winners/"
"Golden Globes","Industry","USA","2009","Best Director - Motion Picture","2009-01-11","Danny Boyle","https://en.wikipedia.org/wiki/66th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2010","Best Director - Motion Picture","2010-01-17","James Cameron (Avatar)","https://variety.com/2010/film/awards/67th-annual-golden-globes-winners-list-1118013907/"
"Golden Globes","Industry","USA","2011","Best Director - Motion Picture","2011-01-16","David Fincher","https://en.wikipedia.org/wiki/68th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2012","Best Director - Motion Picture","2012-01-15","Martin Scorsese","https://www.hollywoodreporter.com/news/general-news/golden-globes-2012-winners-list-282032/"
"Golden Globes","Industry","USA","2013","Best Director - Motion Picture","2013-01-13","Ben Affleck","https://en.wikipedia.org/wiki/70th_Golden_Globes"
"Golden Globes","Industry","USA","2014","Best Director - Motion Picture","2014-01-12","Alfonso Cuarón","https://en.wikipedia.org/wiki/71st_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2015","Best Director - Motion Picture","2015-01-11","Richard Linklater","https://en.wikipedia.org/wiki/72nd_Golden_Globes"
"Golden Globes","Industry","USA","2016","Best Director - Motion Picture","2016-01-10","Alejandro G. Iñárritu","https://deadline.com/2016/01/golden-globe-winners-2016-golden-globes-awards-winner-list-1201679616/"
"Golden Globes","Industry","USA","2017","Best Director - Motion Picture","2017-01-08","Damien Chazelle","https://en.wikipedia.org/wiki/74th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2018","Best Director - Motion Picture","2018-01-07","Guillermo del Toro","https://goldenglobes.com/winners-nominees/best-director-motion-picture/"
"Golden Globes","Industry","USA","2019","Best Director - Motion Picture","2019-01-06","Alfonso Cuarón","https://goldenglobes.com/articles/all-the-winners-of-the-76th-golden-globes/"
"Golden Globes","Industry","USA","2020","Best Director - Motion Picture","2020-01-05","Sam Mendes","https://en.wikipedia.org/wiki/77th_Golden_Globes"
"Golden Globes","Industry","USA","2021","Best Director - Motion Picture","2021-02-28","Chloé Zhao","https://goldenglobes.com/articles/2021-chloe-zhao-makes-history/"
"Golden Globes","Industry","USA","2022","Best Director - Motion Picture","2022-01-09","Jane Campion","https://en.wikipedia.org/wiki/79th_Golden_Globes"
"Golden Globes","Industry","USA","2023","Best Director - Motion Picture","2023-01-10","Steven Spielberg","https://en.wikipedia.org/wiki/80th_Golden_Globes"
"Golden Globes","Industry","USA","2024","Best Director - Motion Picture","2024-01-07","Christopher Nolan","https://www.hollywoodreporter.com/movies/movie-news/golden-globes-2024-winners-list-1235781166/"
"Golden Globes","Industry","USA","2025","Best Director - Motion Picture","2025-01-05","Brady Corbet","https://www.cbsnews.com/news/golden-globes-winners-2025-list/"
"Golden Globes","Industry","USA","2026","Best Director - Motion Picture","2026-01-11","Paul Thomas Anderson","https://www.billboard.com/lists/2026-golden-globes-winners-list/"
"Golden Globes","Industry","USA","2000","Best Performance by a Male Actor in a Motion Picture – Drama","2000-01-23","Denzel Washington","https://en.wikipedia.org/wiki/57th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2001","Best Performance by a Male Actor in a Motion Picture – Drama","2001-01-21","Tom Hanks (Cast Away)","https://en.wikipedia.org/wiki/58th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2002","Best Performance by a Male Actor in a Motion Picture – Drama","2002-01-20","Russell Crowe","https://goldenglobes.com/articles/2002-drama-a-beautiful-mind/"
"Golden Globes","Industry","USA","2003","Best Performance by a Male Actor in a Motion Picture – Drama","2003-01-19","Jack Nicholson","https://en.wikipedia.org/wiki/60th_Golden_Globes"
"Golden Globes","Industry","USA","2004","Best Performance by a Male Actor in a Motion Picture – Drama","2004-01-25","Sean Penn","https://en.wikipedia.org/wiki/61st_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2005","Best Performance by a Male Actor in a Motion Picture – Drama","2005-01-16","Leonardo DiCaprio","https://www.imdb.com/event/ev0000292/2005/1/"
"Golden Globes","Industry","USA","2006","Best Performance by a Male Actor in a Motion Picture – Drama","2006-01-16","Philip Seymour Hoffman","https://en.wikipedia.org/wiki/63rd_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2007","Best Performance by a Male Actor in a Motion Picture – Drama","2007-01-15","Forest Whitaker","https://en.wikipedia.org/wiki/64th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2008","Best Performance by a Male Actor in a Motion Picture – Drama","2008-01-13","Daniel Day-Lewis","https://goldenglobes.com/articles/65th-golden-globe-award-winners/"
"Golden Globes","Industry","USA","2009","Best Performance by a Male Actor in a Motion Picture – Drama","2009-01-11","Mickey Rourke","https://en.wikipedia.org/wiki/66th_Golden_Globe_Awards"
"Golden Globes","Industry","USA","2010","Best Performance by a Male Actor in a Motion Picture – Drama","2010-01-17","Jeff Bridges","https://variety.com/2010/film/awards/67th-annual-golden-globes-winners-list-1118013907/"
"Golden Globes","Industry","USA","2011","Best Performance by a Male Actor in a Motion Picture – Drama","2011-01-16","Colin Firth","https://en.wikipedia.org/wiki/68th_Golden_Globe_Awards"
