"Award","Type","Country","Year of award ceremony","Category","date_awarded","winner","source"
"Oscars","Industry","USA","2025","Best Film Editing","2025-03-02","Sean Baker (Anora)","https://abc.com/news/8d96bb37-bd59-4c28-a470-46f244f63b3b/category/3590742"
"Oscars","Industry","USA","2026","Best Film Editing","","",""
"Oscars","Industry","USA","2000","Best Adapted Screenplay","2000-03-26","John Irving","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Adapted Screenplay","2001-03-25","Stephen Gaghan (for Traffic)","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Adapted Screenplay","2002-03-24","Akiva Goldsman (A Beautiful Mind)","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Adapted Screenplay","2003-03-23","The Pianist (Ronald Harwood)","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Adapted Screenplay","2004-02-29","The Lord of the Rings: The Return of the King (Fran Walsh, Philippa Boyens, and Peter Jackson)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Adapted Screenplay","2005-02-27","Alexander Payne & Jim Taylor (Sideways)","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Adapted Screenplay","2006-03-05","Brokeback Mountain (Screenplay by Larry McMurtry & Diana Ossana)","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Adapted Screenplay","2007-02-25","The Departed (William Monahan)","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Adapted Screenplay","2008-02-24","No Country for Old Men (Joel Coen & Ethan Coen)","https://www.oscars.org/oscars/ceremonies/2008/A--E"
"Oscars","Industry","USA","2009","Best Adapted Screenplay","2009-02-22","Slumdog Millionaire (Simon Beaufoy)","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Adapted Screenplay","2010-03-07","Precious: Based on the Novel 'Push' by Sapphire (Geoffrey Fletcher)","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Adapted Screenplay","2011-02-27","Aaron Sorkin (The Social Network)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Adapted Screenplay","2012-02-26","The Descendants (Alexander Payne, Nat Faxon, and Jim Rash)","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Adapted Screenplay","2013-02-24","Chris Terrio (Argo)","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best Adapted Screenplay","2014-03-02","John Ridley (12 Years a Slave)","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Adapted Screenplay","2015-02-22","The Imitation Game (Graham Moore)","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Adapted Screenplay","2016-02-28","The Big Short (Charles Randolph and Adam McKay)","https://en.wikipedia.org/wiki/88th_Academy_Awards"
"Oscars","Industry","USA","2017","Best Adapted Screenplay","2017-02-26","Moonlight (Barry Jenkins and Tarell Alvin McCraney)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Adapted Screenplay","2018-03-04","James Ivory (Call Me by Your Name)","https://en.wikipedia.org/wiki/90th_Academy_Awards"
"Oscars","Industry","USA","2019","Best Adapted Screenplay","2019-02-24","Charlie Wachtel, David Rabinowitz, Kevin Willmott, and Spike Lee (BlacKkKlansman)","https://www.oscars.org/oscars/ceremonies/2019"
"Oscars","Industry","USA","2020","Best Adapted Screenplay","2020-02-09","Taika Waititi (Jojo Rabbit)","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Adapted Screenplay","2021-04-25","The Father (Screenplay by Christopher Hampton and Florian Zeller)","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Adapted Screenplay","2022-03-27","CODA (Siân Heder)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Adapted Screenplay","2023-03-12","Women Talking (Sarah Polley)","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Adapted Screenplay","2024-03-10","American Fiction","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best Adapted Screenplay","2025-03-02","Conclave","https://www.oscars.org/oscars/ceremonies/2025"
"Oscars","Industry","USA","2026","Best Adapted Screenplay","","",""
"Oscars","Industry","USA","2000","Best Original Screenplay","2000-03-26","Alan Ball (American Beauty)","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Original Screenplay","2001-03-25","Cameron Crowe (Almost Famous)","https://en.wikipedia.org/wiki/73rd_Academy_Awards"
"Oscars","Industry","USA","2002","Best Original Screenplay","2002-03-24","Julian Fellowes (Gosford Park)","https://en.wikipedia.org/wiki/74th_Academy_Awards"
"Oscars","Industry","USA","2003","Best Original Screenplay","2003-03-23","Pedro Almodóvar (Talk to Her)","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Original Screenplay","2004-02-29","Sofia Coppola (Lost in Translation)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Original Screenplay","2005-02-27","Eternal Sunshine of the Spotless Mind (Charlie Kaufman, Michel Gondry, and Pierre Bismuth)","https://en.wikipedia.org/wiki/77th_Academy_Awards"
"Oscars","Industry","USA","2006","Best Original Screenplay","2006-03-05","Crash (Paul Haggis and Bobby Moresco)","https://en.wikipedia.org/wiki/78th_Academy_Awards"
"Oscars","Industry","USA","2007","Best Original Screenplay","2007-02-25","Michael Arndt (Little Miss Sunshine)","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Original Screenplay","2008-02-24","Juno (Diablo Cody)","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Original Screenplay","2009-02-22","Dustin Lance Black (Milk)","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Original Screenplay","2010-03-07","Mark Boal (The Hurt Locker)","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Original Screenplay","2011-02-27","David Seidler (The King's Speech)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Original Screenplay","2012-02-26","Woody Allen (Midnight in Paris)","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Original Screenplay","2013-02-24","Quentin Tarantino (Django Unchained)","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best Original Screenplay","2014-03-02","Spike Jonze (Her)","https://en.wikipedia.org/wiki/86th_Academy_Awards"
"Oscars","Industry","USA","2015","Best Original Screenplay","2015-02-22","Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo (Birdman or (The Unexpected Virtue of Ignorance))","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Original Screenplay","2016-02-28","Spotlight (Josh Singer & Tom McCarthy)","https://www.oscars.org/oscars/ceremonies/2016"
"Oscars","Industry","USA","2017","Best Original Screenplay","2017-02-26","Manchester by the Sea (Kenneth Lonergan)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Original Screenplay","2018-03-04","Jordan Peele (Get Out)","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Original Screenplay","","",""
"Oscars","Industry","USA","2020","Best Original Screenplay","2020-02-09","Parasite (Bong Joon Ho and Han Jin Won)","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Original Screenplay","2021-04-25","Emerald Fennell (Promising Young Woman)","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Original Screenplay","2022-03-27","Belfast (Written by Kenneth Branagh)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Original Screenplay","2023-03-12","Everything Everywhere All at Once (Written by Daniel Kwan & Daniel Scheinert)","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Original Screenplay","2024-03-10","Anatomy of a Fall (Justine Triet and Arthur Harari)","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best Original Screenplay","2025-03-02","Anora (Sean Baker)","https://www.oscars.org/oscars/ceremonies/2025"
"Oscars","Industry","USA","2026","Best Original Screenplay","","",""
"Oscars","Industry","USA","2000","Best Original Song","2000-03-26","Phil Collins for ""You'll Be in My Heart"" from Tarzan","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Original Song","2001-03-25","Things Have Changed (from Wonder Boys); Music and Lyric by Bob Dylan","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Original Song","2002-03-24","""If I Didn't Have You"" from Monsters, Inc. (Randy Newman)","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Original Song","2003-03-23","""Lose Yourself"" from 8 Mile; Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Original Song","2004-02-29","""Into the West"" from The Lord of the Rings: The Return of the King (Music and Lyric by Fran Walsh, Howard Shore and Annie Lennox)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Original Song","2005-02-27","""Al otro lado del río"" from The Motorcycle Diaries (Music and Lyric by Jorge Drexler)","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Original Song","2006-03-05","It's Hard Out Here For A Pimp","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Original Song","2007-02-25","""I Need to Wake Up"" from An Inconvenient Truth; Music and Lyrics by Melissa Etheridge","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Original Song","2008-02-24","""Falling Slowly"" from Once (Glen Hansard and Markéta Irglová)","https://en.wikipedia.org/wiki/80th_Academy_Awards"
"Oscars","Industry","USA","2009","Best Original Song","2009-02-22","""Jai Ho"" from Slumdog Millionaire (Music by A.R. Rahman; Lyric by Gulzar)","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Original Song","2010-03-07","""The Weary Kind (Theme From Crazy Heart)"" from Crazy Heart; Music and Lyric by Ryan Bingham and T Bone Burnett","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Original Song","2011-02-27","""We Belong Together"" from Toy Story 3 (Music and Lyric by Randy Newman)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Original Song","2012-02-26","""Man or Muppet"" from The Muppets; Music and Lyric by Bret McKenzie","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Original Song","2013-02-24","""Skyfall"" from Skyfall; Music and Lyric by Adele Adkins and Paul Epworth","https://en.wikipedia.org/wiki/85th_Academy_Awards"
"Oscars","Industry","USA","2014","Best Original Song","2014-03-02","""Let It Go"" from Frozen (Kristen Anderson-Lopez and Robert Lopez)","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Original Song","2015-02-22","""Glory"" from Selma (John Stephens and Lonnie Lynn)","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Original Song","2016-02-28","""Writing's On The Wall"" from Spectre (Jimmy Napes and Sam Smith)","https://www.oscars.org/oscars/ceremonies/2016"
"Oscars","Industry","USA","2017","Best Original Song","2017-02-26","""City of Stars"" from La La Land; Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Original Song","2018-03-04","""Remember Me"" from Coco (Music and Lyric by Kristen Anderson-Lopez and Robert Lopez)","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Original Song","2019-02-24","Shallow (from A Star Is Born); Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt","https://www.oscars.org/oscars/ceremonies/2019"
"Oscars","Industry","USA","2020","Best Original Song","2020-02-09","""(I'm Gonna) Love Me Again"" from Rocketman; Music by Elton John; Lyric by Bernie Taupin","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Original Song","2021-04-25","""Fight For You"" from Judas and the Black Messiah (Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas)","https://en.wikipedia.org/wiki/93rd_Academy_Awards"
"Oscars","Industry","USA","2022","Best Original Song","2022-03-27","""No Time To Die"" (Billie Eilish and Finneas O'Connell)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Original Song","2023-03-12","""Naatu Naatu"" from RRR; Music by M.M. Keeravaani; Lyric by Chandrabose","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Original Song","2024-03-10","""What Was I Made For?"" from Barbie (Music and Lyric by Billie Eilish and Finneas O'Connell)","https://variety.com/2024/music/news/billie-eilish-finneas-best-song-oscar-barbie-1235935739/"
"Oscars","Industry","USA","2025","Best Original Song","2025-03-02","""El Mal"" from Emilia Pérez (Camille Dalmais, Clément Ducol, and Jacques Audiard)","https://variety.com/2025/film/news/el-mal-oscars-best-original-song-emilia-perez-winner-1236324877/"
"Oscars","Industry","USA","2026","Best Original Song","","",""
"Oscars","Industry","USA","2000","Best Original Score","2000-03-26","The Red Violin (John Corigliano)","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Original Score","2001-03-25","Tan Dun (Crouching Tiger, Hidden Dragon)","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Original Score","2002-03-24","Howard Shore (The Lord of the Rings: The Fellowship of the Ring)","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Original Score","2003-03-23","Elliot Goldenthal (Frida)","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Original Score","2004-02-29","The Lord of the Rings: The Return of the King (Howard Shore)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Original Score","2005-02-27","Jan A.P. Kaczmarek (Finding Neverland)","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Original Score","2006-03-05","Gustavo Santaolalla (Brokeback Mountain)","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Original Score","2007-02-25","Gustavo Santaolalla (Babel)","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Original Score","2008-02-24","Atonement","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Original Score","2009-02-22","A.R. Rahman (Slumdog Millionaire)","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Original Score","2010-03-07","Michael Giacchino (Up)","https://en.wikipedia.org/wiki/82nd_Academy_Awards"
"Oscars","Industry","USA","2011","Best Original Score","2011-02-27","Trent Reznor and Atticus Ross (The Social Network)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Original Score","2012-02-26","Ludovic Bource (The Artist)","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Original Score","2013-02-24","Mychael Danna (Life of Pi)","https://en.wikipedia.org/wiki/85th_Academy_Awards"
"Oscars","Industry","USA","2014","Best Original Score","2014-03-02","Steven Price (Gravity)","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Original Score","2015-02-22","Alexandre Desplat (The Grand Budapest Hotel)","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Original Score","2016-02-28","Ennio Morricone (The Hateful Eight)","https://www.oscars.org/oscars/ceremonies/2016"
"Oscars","Industry","USA","2017","Best Original Score","2017-02-26","Justin Hurwitz (La La Land)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Original Score","2018-03-04","Alexandre Desplat (The Shape of Water)","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Original Score","2019-02-24","Ludwig Göransson (Black Panther)","https://www.oscars.org/oscars/ceremonies/2019"
"Oscars","Industry","USA","2020","Best Original Score","2020-02-09","Hildur Guðnadóttir","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Original Score","2021-04-25","Soul (Trent Reznor, Atticus Ross, and Jon Batiste)","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Original Score","2022-03-27","Hans Zimmer (Dune)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Original Score","2023-03-12","Volker Bertelmann (All Quiet on the Western Front)","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Original Score","2024-03-10","Ludwig Göransson (Oppenheimer)","https://en.wikipedia.org/wiki/96th_Academy_Awards"
"Oscars","Industry","USA","2025","Best Original Score","2025-03-02","Daniel Blumberg (for The Brutalist)","https://abcnews.go.com/GMA/Culture/oscars-2025-full-winners-list/story?id=119231513"
"Oscars","Industry","USA","2026","Best Original Score","","","https://www.oscars.org/oscars/98th-oscars-and-academy-key-dates"
"Oscars","Industry","USA","2000","Best Costume Design","2000-03-26","Lindy Hemming (Topsy-Turvy)","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Costume Design","2001-03-25","Janty Yates (Gladiator)","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Costume Design","2002-03-24","Catherine Martin and Angus Strathie (Moulin Rouge!)","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Costume Design","2003-03-23","Colleen Atwood (Chicago)","https://www.oscars.org/oscars/ceremonies/2003"
"Oscars","Industry","USA","2004","Best Costume Design","2004-02-29","Ngila Dickson and Richard Taylor (The Lord of the Rings: The Return of the King)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Costume Design","2005-02-27","Sandy Powell (The Aviator)","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Costume Design","2006-03-05","Colleen Atwood (Memoirs of a Geisha)","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Costume Design","2007-02-25","Milena Canonero (Marie Antoinette)","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Costume Design","2008-02-24","Alexandra Byrne (Elizabeth: The Golden Age)","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Costume Design","2009-02-22","Michael O'Connor (The Duchess)","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Costume Design","2010-03-07","The Young Victoria","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Costume Design","2011-02-27","Colleen Atwood (Alice in Wonderland)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Costume Design","2012-02-26","Mark Bridges (The Artist)","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Costume Design","2013-02-24","Jacqueline Durran (Anna Karenina)","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best Costume Design","2014-03-02","Catherine Martin (The Great Gatsby)","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Costume Design","2015-02-22","Milena Canonero (The Grand Budapest Hotel)","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Costume Design","2016-02-28","Jenny Beavan","https://www.oscars.org/oscars/ceremonies/2016"
"Oscars","Industry","USA","2017","Best Costume Design","2017-02-26","Colleen Atwood (Fantastic Beasts and Where to Find Them)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Costume Design","2018-03-04","Mark Bridges (Phantom Thread)","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Costume Design","2019-02-24","Ruth Carter (Black Panther)","https://www.oscars.org/oscars/ceremonies/2019"
"Oscars","Industry","USA","2020","Best Costume Design","2020-02-09","Jacqueline Durran (Little Women)","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Costume Design","2021-04-25","Ann Roth (Ma Rainey's Black Bottom)","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Costume Design","2022-03-27","Jenny Beavan (Cruella)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Costume Design","2023-03-12","Ruth Carter (for Black Panther: Wakanda Forever)","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Costume Design","2024-03-10","Holly Waddington (Poor Things)","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best Costume Design","2025-03-02","Wicked (Paul Tazewell)","https://www.oscars.org/oscars/ceremonies/2025"
"Oscars","Industry","USA","2026","Best Costume Design","","",""
"Oscars","Industry","USA","2000","Best Makeup and Hairstyling","2000-03-26","Topsy-Turvy (Christine Blundell and Trefor Proud)","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Makeup and Hairstyling","2001-03-25","Dr. Seuss' How the Grinch Stole Christmas (Rick Baker and Gail Ryan)","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Makeup and Hairstyling","2002-03-24","The Lord of the Rings: The Fellowship of the Ring (Peter Owen and Richard Taylor)","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Makeup and Hairstyling","2003-03-23","Frida (John Jackson and Beatrice De Alba)","https://en.wikipedia.org/wiki/75th_Academy_Awards"
"Oscars","Industry","USA","2004","Best Makeup and Hairstyling","2004-02-29","The Lord of the Rings: The Return of the King (Richard Taylor and Peter King)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Makeup and Hairstyling","2005-02-27","Lemony Snicket's A Series of Unfortunate Events (Valli O'Reilly and Bill Corso)","https://www.oscars.org/oscars/ceremonies/2005"
"Oscars","Industry","USA","2006","Best Makeup and Hairstyling","2006-03-05","Howard Berger and Tami Lane (The Chronicles of Narnia: The Lion, the Witch and the Wardrobe)","https://www.oscars.org/oscars/ceremonies/2006"
"Oscars","Industry","USA","2007","Best Makeup and Hairstyling","2007-02-25","Pan's Labyrinth (David Martí and Montse Ribé)","https://www.oscars.org/oscars/ceremonies/2007"
"Oscars","Industry","USA","2008","Best Makeup and Hairstyling","2008-02-24","La Vie en Rose (Didier Lavergne and Jan Archibald)","https://www.oscars.org/oscars/ceremonies/2008"
"Oscars","Industry","USA","2009","Best Makeup and Hairstyling","2009-02-22","Greg Cannom (The Curious Case of Benjamin Button)","https://www.oscars.org/oscars/ceremonies/2009"
"Oscars","Industry","USA","2010","Best Makeup and Hairstyling","2010-03-07","Barney Burman, Mindy Hall and Joel Harlow (Star Trek)","https://www.oscars.org/oscars/ceremonies/2010"
"Oscars","Industry","USA","2011","Best Makeup and Hairstyling","2011-02-27","The Wolfman (Rick Baker and Dave Elsey)","https://www.oscars.org/oscars/ceremonies/2011"
"Oscars","Industry","USA","2012","Best Makeup and Hairstyling","2012-02-26","The Iron Lady (Mark Coulier and J. Roy Helland)","https://www.oscars.org/oscars/ceremonies/2012"
"Oscars","Industry","USA","2013","Best Makeup and Hairstyling","2013-02-24","Les Misérables (Lisa Westcott and Julie Dartnell)","https://www.oscars.org/oscars/ceremonies/2013"
"Oscars","Industry","USA","2014","Best Makeup and Hairstyling","2014-03-02","Dallas Buyers Club (Adruitha Lee and Robin Mathews)","https://www.oscars.org/oscars/ceremonies/2014"
"Oscars","Industry","USA","2015","Best Makeup and Hairstyling","2015-02-22","The Grand Budapest Hotel (Frances Hannon and Mark Coulier)","https://www.oscars.org/oscars/ceremonies/2015"
"Oscars","Industry","USA","2016","Best Makeup and Hairstyling","2016-02-28","Mad Max: Fury Road (Lesley Vanderwalt, Elka Wardega and Damian Martin)","https://www.oscars.org/oscars/ceremonies/2016"
"Oscars","Industry","USA","2017","Best Makeup and Hairstyling","2017-02-26","Suicide Squad (Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson)","https://www.oscars.org/oscars/ceremonies/2017"
"Oscars","Industry","USA","2018","Best Makeup and Hairstyling","2018-03-04","Darkest Hour (Kazuhiro Tsuji, David Malinowski and Lucy Sibbick)","https://www.oscars.org/oscars/ceremonies/2018"
"Oscars","Industry","USA","2019","Best Makeup and Hairstyling","2019-02-24","Vice (Greg Cannom, Kate Biscoe and Patricia Dehaney)","https://www.oscars.org/oscars/ceremonies/2019"
"Oscars","Industry","USA","2020","Best Makeup and Hairstyling","2020-02-09","Bombshell (Kazu Hiro, Anne Morgan and Vivian Baker)","https://www.oscars.org/oscars/ceremonies/2020"
"Oscars","Industry","USA","2021","Best Makeup and Hairstyling","2021-04-25","Sergio Lopez-Rivera, Mia Neal, and Jamika Wilson (Ma Rainey's Black Bottom)","https://www.oscars.org/oscars/ceremonies/2021"
"Oscars","Industry","USA","2022","Best Makeup and Hairstyling","2022-03-27","The Eyes of Tammy Faye (Linda Dowds, Stephanie Ingram and Justin Raleigh)","https://www.oscars.org/oscars/ceremonies/2022"
"Oscars","Industry","USA","2023","Best Makeup and Hairstyling","2023-03-12","The Whale (Adrien Morot, Judy Chin and Annemarie Bradley)","https://www.oscars.org/oscars/ceremonies/2023"
"Oscars","Industry","USA","2024","Best Makeup and Hairstyling","2024-03-10","Poor Things (Nadia Stacey, Mark Coulier and Josh Weston)","https://www.oscars.org/oscars/ceremonies/2024"
"Oscars","Industry","USA","2025","Best Makeup and Hairstyling","2025-03-02","The Substance (Pierre-Olivier Persin, Stéphanie Guillon, and Marilyne Scarselli)","https://abc7.com/live-updates/oscars-2025-live-updates-tonights-97th-academy-awards-red-carpet/15958366/entry/15965419"
"Oscars","Industry","USA","2026","Best Makeup and Hairstyling","","",""
"Oscars","Industry","USA","2000","Best Production Design","2000-03-26","Rick Heinrichs (Art Direction); Peter Young (Set Decoration) for Sleepy Hollow","https://www.oscars.org/oscars/ceremonies/2000"
"Oscars","Industry","USA","2001","Best Production Design","2001-03-25","Crouching Tiger, Hidden Dragon (Art Direction: Tim Yip)","https://www.oscars.org/oscars/ceremonies/2001"
"Oscars","Industry","USA","2002","Best Production Design","2002-03-24","Moulin Rouge! (Art Direction: Catherine Martin; Set Decoration: Brigitte Broch)","https://www.oscars.org/oscars/ceremonies/2002"
"Oscars","Industry","USA","2003","Best Production Design","2003-03-23","Chicago (John Myhre and Gordon Sim)","https://en.wikipedia.org/wiki/75th_Academy_Awards"
"Oscars","Industry","USA","2004","Best Production Design","2004-02-29","The Lord of the Rings: The Return of the King (Grant Major, Dan Hennah, Alan Lee)","https://www.oscars.org/oscars/ceremonies/2004"
"Oscars","Industry","USA","2005","Best Production Design","2005-02-27","The Aviator (Dante Ferretti and Francesca Lo Schiavo)","https://en.wikipedia.org/wiki/77th_Academy_Awards"
"Oscars","Industry","USA","2006","Best Production Design","2006-03-05","John Myhre (Art Direction); Gretchen Rau (Set Decoration) for Memoirs of a Geisha","https://www.oscars.org/oscars/ceremonies/2006"
